Cat_Name,Device,Group,Day,Order,Scale,Preference,Pref2,FIV
Pontiac,Ball,1,2,3,2,NA,,Pos
Pontiac,Ball,1,3,2,2,NA,,Pos
Pontiac,Ball,1,4,2,2,NA,,Pos
Pontiac,Ball,1,5,4,2,NA,,Pos
Pontiac,Ball,1,6,4,2,NA,,Pos
Pontiac,Human,1,1,4,2,NA,,Pos
Pontiac,Human,1,2,4,2,NA,,Pos
Pontiac,Human,1,3,3,2,NA,,Pos
Pontiac,Human,1,4,3,2,NA,,Pos
Pontiac,Human,1,5,2,2,NA,,Pos
Pontiac,Human,1,6,2,2,NA,,Pos
Pontiac,Scratching,1,1,5,,Box,2. Box,Pos
Pontiac,Scratching,1,2,5,,None,4. None,Pos
Pontiac,Scratching,1,3,5,,None,4. None,Pos
Pontiac,Scratching,1,4,5,,None,4. None,Pos
Pontiac,Scratching,1,5,5,,None,4. None,Pos
Pontiac,Scratching,1,6,5,,None,4. None,Pos
Rolls,Brush,3,1,1,,Both,3. Both,Pos
Rolls,Brush,3,2,1,,Both,3. Both,Pos
Rolls,Brush,3,3,1,,Hair,1. Hairbrush,Pos
Rolls,Brush,3,4,1,,Both,3. Both,Pos
Rolls,Brush,3,5,1,,Hair,1. Hairbrush,Pos
Rolls,Brush,3,6,1,,Both,3. Both,Pos
Rolls,Laser,3,1,4,2,NA,,Pos
Rolls,Laser,3,2,3,2,NA,,Pos
Rolls,Laser,3,3,3,2,NA,,Pos
Rolls,Laser,3,4,3,2,NA,,Pos
Rolls,Laser,3,5,4,2,NA,,Pos
Rolls,Laser,3,6,2,2,NA,,Pos
Rolls,Ball,3,1,2,2,NA,,Pos
Rolls,Ball,3,2,4,2,NA,,Pos
Rolls,Ball,3,3,4,2,NA,,Pos
Rolls,Ball,3,4,4,2,NA,,Pos
Rolls,Ball,3,5,2,2,NA,,Pos
Rolls,Ball,3,6,3,2,NA,,Pos
Rolls,Human,3,1,3,2,NA,,Pos
Rolls,Human,3,2,2,2,NA,,Pos
Rolls,Human,3,3,2,1,NA,,Pos
Rolls,Human,3,4,2,2,NA,,Pos
Rolls,Human,3,5,3,2,NA,,Pos
Rolls,Human,3,6,4,1,NA,,Pos
Rolls,Scratching,3,1,5,,None,4. None,Pos
Rolls,Scratching,3,2,5,,None,4. None,Pos
Rolls,Scratching,3,3,5,,None,4. None,Pos
Rolls,Scratching,3,4,5,,None,4. None,Pos
Rolls,Scratching,3,5,5,,None,4. None,Pos
Rolls,Scratching,3,6,5,,None,4. None,Pos
Saturn,Brush,1,1,1,,Hair,1. Hairbrush,Pos
Saturn,Brush,1,2,1,,Glove,2. Glovebrush,Pos
Saturn,Brush,1,3,1,,Glove,2. Glovebrush,Pos
Saturn,Brush,1,4,1,,None,4. None,Pos
Saturn,Brush,1,5,1,,Hair,1. Hairbrush,Pos
Saturn,Brush,1,6,1,,Hair,1. Hairbrush,Pos
Saturn,Laser,1,1,2,0,NA,,Pos
Saturn,Laser,1,2,2,0,NA,,Pos
Saturn,Laser,1,3,4,0,NA,,Pos
Saturn,Laser,1,4,4,0,NA,,Pos
Saturn,Laser,1,5,3,0,NA,,Pos
Saturn,Laser,1,6,3,0,NA,,Pos
Saturn,Ball,1,1,3,2,NA,,Pos
Saturn,Ball,1,2,3,2,NA,,Pos
Saturn,Ball,1,3,2,2,NA,,Pos
Saturn,Ball,1,4,2,1,NA,,Pos
Saturn,Ball,1,5,4,2,NA,,Pos
Saturn,Ball,1,6,4,2,NA,,Pos
Saturn,Human,1,1,4,1,NA,,Pos
Saturn,Human,1,2,4,2,NA,,Pos
Saturn,Human,1,3,3,1,NA,,Pos
Saturn,Human,1,4,3,2,NA,,Pos
Saturn,Human,1,5,2,2,NA,,Pos
Saturn,Human,1,6,2,2,NA,,Pos
Saturn,Scratching,1,1,5,,Box,2. Box,Pos
Saturn,Scratching,1,2,5,,None,4. None,Pos
Saturn,Scratching,1,3,5,,None,4. None,Pos
Saturn,Scratching,1,4,5,,None,4. None,Pos
Saturn,Scratching,1,5,5,,Box,2. Box,Pos
Saturn,Scratching,1,6,5,,Both,3. Both,Pos
Scruggs,Brush,4,1,1,,None,4. None,Neg
Scruggs,Brush,4,2,1,,None,4. None,Neg
Scruggs,Brush,4,3,1,,None,4. None,Neg
Scruggs,Brush,4,4,1,,None,4. None,Neg
Scruggs,Brush,4,5,1,,None,4. None,Neg
Scruggs,Brush,4,6,1,,None,4. None,Neg
Scruggs,Laser,4,1,2,1,NA,,Neg
Scruggs,Laser,4,2,2,2,NA,,Neg
Scruggs,Laser,4,3,4,2,NA,,Neg
Scruggs,Laser,4,4,4,1,NA,,Neg
Scruggs,Laser,4,5,3,1,NA,,Neg
Scruggs,Laser,4,6,3,1,NA,,Neg
Scruggs,Ball,4,1,3,0,NA,,Neg
Scruggs,Ball,4,2,3,0,NA,,Neg
Scruggs,Ball,4,3,2,0,NA,,Neg
Scruggs,Ball,4,4,2,0,NA,,Neg
Scruggs,Ball,4,5,4,0,NA,,Neg
Scruggs,Ball,4,6,4,0,NA,,Neg
Scruggs,Human,4,1,4,0,NA,,Neg
Scruggs,Human,4,2,4,0,NA,,Neg
Scruggs,Human,4,3,3,0,NA,,Neg
Scruggs,Human,4,4,3,0,NA,,Neg
Scruggs,Human,4,5,2,0,NA,,Neg
Scruggs,Human,4,6,2,0,NA,,Neg
Scruggs,Scratching,4,1,5,,Box,2. Box,Neg
Scruggs,Scratching,4,2,5,,Box,2. Box,Neg
Scruggs,Scratching,4,3,5,,None,4. None,Neg
Scruggs,Scratching,4,4,5,,Circle,1. Circle,Neg
Scruggs,Scratching,4,5,5,,None,4. None,Neg
Scruggs,Scratching,4,6,5,,Box,2. Box,Neg
Steltz,Brush,4,1,1,,None,4. None,Pos
Steltz,Brush,4,2,1,,Both,3. Both,Pos
Steltz,Brush,4,3,1,,Glove,2. Glovebrush,Pos
Steltz,Brush,4,4,1,,Both,3. Both,Pos
Steltz,Brush,4,5,1,,Glove,2. Glovebrush,Pos
Steltz,Brush,4,6,1,,Hair,1. Hairbrush,Pos
Steltz,Laser,4,1,2,2,NA,,Pos
Steltz,Laser,4,2,2,2,NA,,Pos
Steltz,Laser,4,3,4,2,NA,,Pos
Steltz,Laser,4,4,4,2,NA,,Pos
Steltz,Laser,4,5,3,2,NA,,Pos
Steltz,Laser,4,6,3,2,NA,,Pos
Steltz,Ball,4,1,3,1,NA,,Pos
Steltz,Ball,4,2,3,1,NA,,Pos
Steltz,Ball,4,3,2,1,NA,,Pos
Steltz,Ball,4,4,2,0,NA,,Pos
Steltz,Ball,4,5,4,1,NA,,Pos
Steltz,Ball,4,6,4,0,NA,,Pos
Steltz,Human,4,1,4,0,NA,,Pos
Steltz,Human,4,2,4,1,NA,,Pos
Steltz,Human,4,3,3,0,NA,,Pos
Steltz,Human,4,4,3,0,NA,,Pos
Steltz,Human,4,5,2,2,NA,,Pos
Steltz,Human,4,6,2,2,NA,,Pos
Steltz,Scratching,4,1,5,,Both,3. Both,Pos
Steltz,Scratching,4,2,5,,Box,2. Box,Pos
Steltz,Scratching,4,3,5,,None,4. None,Pos
Steltz,Scratching,4,4,5,,Both,3. Both,Pos
Steltz,Scratching,4,5,5,,Both,3. Both,Pos
Steltz,Scratching,4,6,5,,Box,2. Box,Pos
Toyota,Brush,2,1,1,,Glove,2. Glovebrush,Pos
Toyota,Brush,2,2,1,,Both,3. Both,Pos
Toyota,Brush,2,3,1,,Hair,1. Hairbrush,Pos
Toyota,Brush,2,4,1,,None,4. None,Pos
Toyota,Brush,2,5,1,,None,4. None,Pos
Toyota,Brush,2,6,1,,Glove,2. Glovebrush,Pos
Toyota,Laser,2,1,2,1,NA,,Pos
Toyota,Laser,2,2,2,2,NA,,Pos
Toyota,Laser,2,3,4,2,NA,,Pos
Toyota,Laser,2,4,4,2,NA,,Pos
Toyota,Laser,2,5,3,2,NA,,Pos
Toyota,Laser,2,6,3,2,NA,,Pos
Toyota,Ball,2,1,3,1,NA,,Pos
Toyota,Ball,2,2,3,2,NA,,Pos
Toyota,Ball,2,3,2,2,NA,,Pos
Toyota,Ball,2,4,2,2,NA,,Pos
Toyota,Ball,2,5,4,1,NA,,Pos
Toyota,Ball,2,6,4,2,NA,,Pos
Toyota,Human,2,1,4,1,NA,,Pos
Toyota,Human,2,2,4,1,NA,,Pos
Toyota,Human,2,3,3,1,NA,,Pos
Toyota,Human,2,4,3,0,NA,,Pos
Toyota,Human,2,5,2,0,NA,,Pos
Toyota,Human,2,6,2,0,NA,,Pos
Toyota,Scratching,2,1,5,,Box,2. Box,Pos
Toyota,Scratching,2,2,5,,Box,2. Box,Pos
Toyota,Scratching,2,3,5,,Box,2. Box,Pos
Toyota,Scratching,2,4,5,,Box,2. Box,Pos
Toyota,Scratching,2,5,5,,Box,2. Box,Pos
Toyota,Scratching,2,6,5,,Box,2. Box,Pos
